starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	20	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	20	19
Thu Sep 19 15:57:05 2024	1726775825	0	20	20	19
Thu Sep 19 15:57:06 2024	1726775826	0	20	20	19
Thu Sep 19 15:57:06 2024	1726775826	0	19	20	19
Thu Sep 19 15:57:06 2024	1726775826	0	20	20	19
Thu Sep 19 15:57:06 2024	1726775826	0	20	20	20
Thu Sep 19 15:57:06 2024	1726775826	0	20	20	20
Thu Sep 19 15:57:06 2024	1726775826	0	20	20	20
Thu Sep 19 15:57:06 2024	1726775826	0	20	20	20
Thu Sep 19 15:57:06 2024	1726775826	0	20	21	20
Thu Sep 19 15:57:06 2024	1726775826	0	20	21	20
Thu Sep 19 15:57:06 2024	1726775826	0	20	21	20
Thu Sep 19 15:57:05 2024	1726775825	0	21	21	21
Thu Sep 19 15:57:06 2024	1726775826	0	21	21	21
Thu Sep 19 15:57:06 2024	1726775826	0	21	21	21
Thu Sep 19 15:57:05 2024	1726775825	0	21	21	21
Thu Sep 19 15:57:06 2024	1726775826	0	21	21	19
Thu Sep 19 15:57:06 2024	1726775826	0	21	21	21
Thu Sep 19 15:57:05 2024	1726775825	0	21	21	21
Thu Sep 19 15:57:05 2024	1726775825	0	21	21	21
Thu Sep 19 15:57:06 2024	1726775826	0	21	21	21
Thu Sep 19 15:57:06 2024	1726775826	0	21	21	21
Thu Sep 19 15:57:05 2024	1726775825	0	21	21	21
Thu Sep 19 15:57:06 2024	1726775826	0	21	22	21
Thu Sep 19 15:57:05 2024	1726775825	0	22	22	20
Thu Sep 19 15:57:06 2024	1726775826	0	22	22	21
Thu Sep 19 15:57:06 2024	1726775826	0	22	22	22
Thu Sep 19 15:57:05 2024	1726775825	0	22	22	19
Thu Sep 19 15:57:06 2024	1726775826	0	22	22	22
Thu Sep 19 15:57:06 2024	1726775826	0	22	22	22
Thu Sep 19 15:57:06 2024	1726775826	0	23	23	22
Thu Sep 19 15:57:06 2024	1726775826	0	23	23	22
Thu Sep 19 15:57:06 2024	1726775826	0	23	23	23
Thu Sep 19 15:57:06 2024	1726775826	0	23	23	23
Thu Sep 19 15:57:06 2024	1726775826	0	23	23	22
Thu Sep 19 15:57:05 2024	1726775825	0	23	23	23
Thu Sep 19 15:57:05 2024	1726775825	0	23	23	23
Thu Sep 19 15:57:05 2024	1726775825	0	24	24	24
Thu Sep 19 15:57:06 2024	1726775826	0	24	24	24
Thu Sep 19 15:57:05 2024	1726775825	0	24	24	24
Thu Sep 19 15:57:06 2024	1726775826	0	24	24	24
Thu Sep 19 15:57:05 2024	1726775825	0	24	24	24
Thu Sep 19 15:57:06 2024	1726775826	0	24	24	24
Thu Sep 19 15:57:06 2024	1726775826	0	24	25	24
Thu Sep 19 15:57:06 2024	1726775826	0	25	25	24
Thu Sep 19 15:57:05 2024	1726775825	0	25	25	25
Thu Sep 19 15:57:06 2024	1726775826	0	25	25	25
Thu Sep 19 15:57:06 2024	1726775826	0	25	25	25
Thu Sep 19 15:57:06 2024	1726775826	0	25	25	25
Thu Sep 19 15:57:05 2024	1726775825	0	25	25	25
Thu Sep 19 15:57:06 2024	1726775826	0	25	25	24
Thu Sep 19 15:57:06 2024	1726775826	1	24	25	24
Thu Sep 19 15:57:06 2024	1726775826	0	25	25	25
Thu Sep 19 15:57:06 2024	1726775826	0	25	25	25
Thu Sep 19 15:57:06 2024	1726775826	0	26	26	25
Thu Sep 19 15:57:06 2024	1726775826	0	26	26	26
Thu Sep 19 15:57:06 2024	1726775826	0	26	27	26
Thu Sep 19 15:57:05 2024	1726775825	1	26	27	26
Thu Sep 19 15:57:06 2024	1726775826	0	28	28	27
Thu Sep 19 15:57:06 2024	1726775826	0	28	28	28
Thu Sep 19 15:57:06 2024	1726775826	0	28	29	28
Thu Sep 19 15:57:06 2024	1726775826	0	29	29	29
Thu Sep 19 15:57:06 2024	1726775826	0	29	29	29
Thu Sep 19 15:57:06 2024	1726775826	0	29	29	29
Thu Sep 19 15:57:05 2024	1726775825	0	29	29	29
Thu Sep 19 15:57:05 2024	1726775825	0	29	29	29
Thu Sep 19 15:57:06 2024	1726775826	0	30	30	30
Thu Sep 19 15:57:05 2024	1726775825	0	30	30	30
Thu Sep 19 15:57:06 2024	1726775826	0	30	30	30
Thu Sep 19 15:57:06 2024	1726775826	0	31	31	30
Thu Sep 19 15:57:05 2024	1726775825	0	31	31	31
Thu Sep 19 15:57:05 2024	1726775825	0	31	31	31
Thu Sep 19 15:57:05 2024	1726775825	0	31	31	31
Thu Sep 19 15:57:05 2024	1726775825	0	31	32	31
Thu Sep 19 15:57:06 2024	1726775826	0	31	32	31
Thu Sep 19 15:57:05 2024	1726775825	0	32	32	31
Thu Sep 19 15:57:06 2024	1726775826	0	32	33	32
Thu Sep 19 15:57:05 2024	1726775825	0	33	33	33
Thu Sep 19 15:57:06 2024	1726775826	0	34	34	34
Thu Sep 19 15:57:06 2024	1726775826	0	35	35	34
Thu Sep 19 15:57:06 2024	1726775826	0	39	39	39
Thu Sep 19 15:57:06 2024	1726775826	0	40	40	39
Thu Sep 19 15:57:06 2024	1726775826	0	40	40	40
Thu Sep 19 15:57:06 2024	1726775826	0	45	45	42
Thu Sep 19 15:57:05 2024	1726775825	0	97	98	93
